,Avg. Wages (Annual),Avg. Work Hours (Annual),COU,Confidence in national government,Country,Delivery Quality,Democratic Quality,Freedom to make life choices,GDP (constant 2010 US$),Healthy life expectancy at birth,Happiness Index,Log GDP per capita,Negative affect,Perceptions of corruption,Population density,Positive affect,Probability of dying at age 5-14,Social support,Standard deviation of ladder,Year,Gini household income
142,21367.70885,1599.0,LTU,0.344657153,Lithuania,0.918602824,0.851863742,0.507947206,43796470015.0,65.30000305,6.125723839,10.17573357,0.286910683,0.956347883,46.80553871,0.619342983,0.0,0.908239841,1.869706154,2014,0.340137184
143,63606.70614,1506.0,LUX,0.662738323,Luxembourg,1.816249847,1.466502905,0.937987685,58779842025.0,72.41999817,6.89112711,11.44737625,0.17040939600000002,0.366286784,228.9378601,0.803083718,0.0,0.875469446,1.539557576,2014,0.345527112
144,20429.452080000006,1741.0,LVA,0.229044721,Latvia,0.8544881940000001,0.66835165,0.670653164,27432357432.0,65.63999939,5.729115486,10.00659657,0.225979373,0.803687513,32.06468318,0.652273059,0.0,0.881255507,1.962899804,2014,0.406467557
145,16028.6024,2134.0,MEX,0.327582031,Mexico,-0.14058508,-0.426801324,0.7791329029999999,1184180000000.0,67.22000122,6.679831028,9.718518257000001,0.22873041,0.629851162,63.90164356,0.80164963,0.0,0.781964958,2.15046978,2014,0.443645418
146,54260.74479,1426.0,NLD,0.525242269,Netherlands,1.889317155,1.296198368,0.910179615,861816000000.0,71.87999725,7.32118845,10.72916317,0.220656529,0.45694837,500.59388539999986,0.867766142,0.0,0.908995748,1.410852313,2014,0.455574274
147,50749.04262,1426.9,NOR,0.699690521,Norway,1.932635188,1.402022839,0.956316173,458626000000.0,72.68000031,7.444470882,11.05752373,0.194354936,0.404825836,14.06986657,0.833696604,0.0,0.941161931,1.637590885,2014,0.413273871
148,39419.08318,1762.0,NZL,0.629681349,New Zealand,2.036119938,1.496155739,0.931882441,162992000000.0,72.48000336,7.305892467,10.44741917,0.199018866,0.27260860800000003,17.12696062,0.847514093,0.0,0.942380846,1.675197124,2014,0.394328237
149,24195.84838,1827.0,POL,0.252522856,Poland,0.8395088909999999,0.97402674,0.8753570909999999,535721000000.0,67.94000244,5.750282287999999,10.10016727,0.222643748,0.897741735,124.1442732,0.776996672,0.0,0.923642278,2.052378654,2014,0.378063649
150,25360.07583,1714.0,PRT,0.227394462,Portugal,0.955930233,0.956860006,0.8468101020000001,223971000000.0,71.59999847,5.12691164,10.16676331,0.357692271,0.94107008,113.5417757,0.7050722840000001,0.0,0.86182946,2.3644695280000003,2014,0.44026351
151,34282.48437,1681.9,SVN,0.17685100399999998,Slovenia,0.848769665,0.960940123,0.887747705,47888250500.0,70.0,5.678395271,10.25476551,0.290812403,0.909118295,102.3823237,0.619817793,0.0,0.908347547,2.046137094,2014,0.378871739
152,42444.08578,1470.0,SWE,0.563272059,Sweden,1.940165281,1.338251948,0.945273399,519892000000.0,72.22000122,7.239147663,10.69574738,0.207688317,0.25038999300000003,23.80523434,0.8356722590000001,0.0,0.932719827,1.5666487219999998,2014,0.382445574
153,60617.97202000001,1784.0,USA,0.348671198,United States,1.433887959,0.8268213870000001,0.8660768870000001,16242500000000.0,68.62000275,7.151114464,10.85749722,0.281265348,0.702267468,34.80614436,0.8342944379999999,0.0,0.902097046,2.070653915,2014,0.753396153
154,53946.26631,1683.55,AUS,0.478556842,Australia,1.765201688,1.120239973,0.921871006,1312200000000.0,72.69999695,7.309060574,10.6901989,0.209636971,0.356554389,3.100112596,0.7900502090000001,0.9,0.95186156,1.686917663,2015,0.416127056
155,50373.81106,1500.0,AUT,0.454789877,Austria,1.564293861,1.263259649,0.900305152,413555000000.0,72.09999847,7.07644701,10.69885254,0.164469033,0.55747962,104.7307927,0.798262954,0.9,0.928110301,1.762816906,2015,0.319265366
156,52120.10915,1545.0,BEL,0.459024221,Belgium,1.440813541,0.987220764,0.869474947,509186000000.0,71.40000153,6.904219151,10.63845348,0.239958704,0.46878463,372.3314399,0.80517751,0.9,0.885208845,1.511810899,2015,0.403824568
157,48979.30251,1712.0,CAN,0.644104123,Canada,1.80216682,1.370862961,0.931468964,1802510000000.0,73.0,7.412772655,10.67242527,0.286280215,0.427152246,3.940449068,0.845327616,1.1,0.939067066,1.611453891,2015,0.667739451
158,64222.83942,1589.5,CHE,0.787730038,Switzerland,1.955272675,1.44887805,0.927802444,634045000000.0,73.19999695,7.5721368789999985,10.95543003,0.16575907199999998,0.209533513,209.5960066,0.808529079,0.7,0.93833375,1.799911141,2015,0.496126264
159,26759.21876,1988.0,CHL,0.300492525,Chile,1.263902068,0.718928695,0.76888144,264555000000.0,69.59999847,6.532749653,10.0220089,0.332746744,0.811511338,23.88959756,0.8030247090000001,1.5,0.827141881,1.938147187,2015,0.392625511
160,23962.81256,1756.0,CZE,0.435425878,Czech Republic,0.931855083,1.010938764,0.8084841970000001,225493000000.0,68.80000305,6.608017445,10.32893276,0.206080526,0.8864674570000001,136.58928899999998,0.750773847,0.9,0.911362588,1.802234173,2015,0.265170455
161,48034.59454,1369.8,DEU,0.628003657,Germany,1.773268819,1.060863018,0.889428854,3718480000000.0,71.30000305,7.037137508,10.69053364,0.20270516,0.412168294,234.1536686,0.764539361,0.8,0.925923228,1.6488446,2015,0.390182853
162,54196.8862,1407.0,DNK,0.579888642,Denmark,1.959059715,1.225186348,0.94143641,343294000000.0,71.5,7.514424801,10.72455978,0.217577577,0.191016391,135.3532508,0.8292174940000001,0.6,0.9597013,1.61830771,2015,0.537219882
163,40087.62768,1699.6,ESP,0.277751327,Spain,0.8668504359999999,0.648124874,0.73200047,1420990000000.0,73.5,6.380663395,10.38254833,0.284693688,0.8216649290000001,92.95268301,0.7322694059999999,0.8,0.95647186,1.658345461,2015,0.389747888
164,23436.37665,1788.0,EST,0.3366898,Estonia,1.3406986,0.90385133,0.8146923779999999,23378735867.0,68.0,5.628908634,10.22374249,0.182694778,0.5687344670000001,30.26011042,0.72333771,1.3,0.917929649,1.893060207,2015,0.405378938
165,43617.28448,1563.0,FIN,0.55760026,Finland,1.997026682,1.29203558,0.929861903,248312000000.0,71.59999847,7.447925568,10.56982231,0.191057593,0.223369658,18.03011089,0.75131619,0.8,0.947800577,1.5736182930000002,2015,0.45906952
166,43731.65687,1519.0,FRA,0.32825270300000003,France,1.321429491,0.6566323039999999,0.8170362109999999,2781290000000.0,73.19999695,6.357625007999999,10.53917408,0.215400279,0.640602052,121.6190587,0.785965919,0.8,0.895719409,1.847275615,2015,0.329389542
167,44125.73619,1531.0,GBR,0.456811696,United Kingdom,1.819778919,0.907748461,0.832926095,2719580000000.0,71.69999695,6.515445232,10.56718445,0.219261855,0.456133723,269.20539410000003,0.7977851029999999,0.8,0.935985744,1.753814697,2015,0.382688403
168,26585.0661,1943.0,GRC,0.437318921,Greece,0.214091524,0.210621193,0.531736314,244719000000.0,71.80000305,5.622519016,10.09288025,0.277412534,0.8239596490000001,83.94788984,0.73975122,1.0,0.834824681,2.20959115,2015,0.309100837
169,20150.14824,1748.7,HUN,0.279211909,Hungary,0.4530572,0.653114259,0.557721376,144236000000.0,66.40000153,5.34438324,10.12800789,0.244536385,0.907530308,108.7266983,0.7068147659999999,1.1,0.858733833,1.878782034,2015,0.2937769
170,47244.93408,1741.0,IRL,0.571841061,Ireland,1.685622692,1.121519446,0.8922769429999999,318413000000.0,72.0,6.830125332000001,11.01564217,0.225349247,0.408756912,68.25311366,0.7993204,0.8,0.95294255,1.7716596130000002,2015,0.393113405
171,53261.71745,1504.0,ISL,0.427228123,Iceland,1.5931270119999998,1.342286825,0.94048512,15682299357.0,73.0,7.498070717,10.67007351,0.179504439,0.638661802,3.299900249,0.849020839,0.8,0.980283201,1.687232494,2015,0.391596675
172,34481.718069999995,1895.41,ISR,0.405343235,Israel,1.19148016,-0.17502349600000006,0.7527839540000001,278049000000.0,72.69999695,7.07941103,10.37425232,0.256258249,0.7894299029999999,387.25046210000005,0.696547687,1.0,0.8641301990000001,1.779918075,2015,0.29365477
173,37793.07676,1718.0,ITA,0.260625869,Italy,0.367061794,0.705309868,0.5747657420000001,2062370000000.0,73.0,5.847683907,10.44295979,0.329209089,0.912753046,206.4682872,0.6917721029999999,0.8,0.908986509,1.670852304,2015,0.406529307
174,39591.57293,1719.0,JPN,0.35286721600000004,Japan,1.522612214,1.02655673,0.8316941859999999,5996410000000.0,74.69999695,5.879684448,10.54225731,0.17640863399999998,0.654443085,348.7519201,0.7680906059999999,0.8,0.922657192,1.80760932,2015,0.443165004
175,22741.69964,1622.0,LTU,0.367034554,Lithuania,1.021977663,0.8668178320000001,0.6414701939999999,44681433749.0,65.5,5.711378098,10.20528412,0.276451677,0.92417407,46.36727853,0.594609678,1.7,0.92852354,1.917049885,2015,0.34593156
176,64551.54632,1514.0,LUX,0.694678366,Luxembourg,1.838429928,1.493052721,0.932256401,61081638753.0,72.59999847,6.701571465,11.45199203,0.19305034,0.37539047,234.4049383,0.7574445609999999,0.5,0.933604598,1.505815864,2015,0.29204455
177,22295.31473,1708.0,LVA,0.298912108,Latvia,0.8603100779999999,0.6451104879999999,0.65639317,28247565849.0,65.90000153,5.880597591,10.04406738,0.22813718,0.808400393,31.80326472,0.6083796020000001,1.6,0.879372418,1.725923061,2015,0.368298113
178,16231.22549,2140.0,MEX,0.256193161,Mexico,-0.161394864,-0.4370315970000001,0.719465971,1223120000000.0,67.40000153,6.236287117000001,9.737350464,0.237188041,0.7079719309999999,64.76038427,0.74482131,2.6,0.760614276,2.147255182,2015,0.335662574
179,54892.58871,1426.0,NLD,0.579621017,Netherlands,1.865079641,1.243579149,0.903978765,878701000000.0,72.0,7.3244371410000015,10.74708652,0.202128634,0.41182211,502.8175423,0.834133685,0.8,0.8790104390000001,1.447880387,2015,0.421282858
180,50994.10315,1423.9,NOR,0.586871624,Norway,1.931402802,1.4247587919999998,0.947620511,467661000000.0,72.90000153,7.603433609,11.06676769,0.209409878,0.298814356,14.21057257,0.842887521,0.7,0.946833968,1.675640464,2015,0.37180686
181,24726.12542,1834.0,POL,0.211427912,Poland,0.817674637,0.957257986,0.793462157,556287000000.0,68.09999847,6.007021904,10.13855839,0.240432039,0.810096323,124.0615696,0.73438257,1.1,0.8930904270000001,1.87694037,2015,0.36295557
182,25307.31462,1722.0,PRT,0.217742205,Portugal,1.072187662,1.023220062,0.8004403109999999,228052000000.0,71.80000305,5.080866337,10.18896103,0.370736867,0.941050768,113.0725249,0.657176316,0.9,0.866213858,2.316053867,2015,0.4268094
183,34933.647730000004,1687.8,SVN,0.202604815,Slovenia,0.836637795,0.970074892,0.8960072990000001,48969999339.0,70.19999695,5.740642071,10.27635193,0.26141873,0.892197907,102.4461087,0.659085035,0.8,0.901163757,2.051262617,2015,0.404867083
184,43159.39234,1471.0,SWE,0.49930203,Sweden,1.977543712,1.256156087,0.935072064,543061000000.0,72.30000305,7.28892231,10.72939968,0.190991774,0.231964141,24.05829958,0.8179419640000001,0.8,0.929459989,1.626471519,2015,0.365593165
185,62106.29523,1785.0,USA,0.346936464,United States,1.428244591,0.893903494,0.8487534520000001,16710500000000.0,68.59999847,6.863946915,10.8781538,0.274687767,0.697542608,35.06373087,0.813907623,1.3,0.903571069,1.953669667,2015,0.649792492
186,53971.59746000001,1673.4,AUS,0.452731758,Australia,1.759352803,1.199453712,0.922315717,1349300000000.0,73.0,7.250080109,10.7030983,0.236085787,0.398545116,3.144935531,0.790868282,0.0,0.942334235,1.6988278630000002,2016,0.520914137
187,50906.02028,1512.0,AUT,0.432638228,Austria,1.579037547,1.12349689,0.888513982,421989000000.0,72.40000153,7.048071861,10.70244312,0.197423846,0.52364099,105.8694934,0.755902588,0.0,0.926318586,1.704400182,2016,0.292294294
188,51951.715,1545.0,BEL,0.419177502,Belgium,1.4242153169999998,0.909132481,0.865759015,516766000000.0,71.59999847,6.948936462000001,10.64741421,0.259653389,0.4966591,374.2213342,0.764590085,0.0,0.928964078,1.497023702,2016,0.34862980200000004
189,64063.94249,1589.7,CHE,0.7985367179999999,Switzerland,1.964175105,1.419003606,0.933947086,644197000000.0,73.5,7.458519936,10.95817471,0.206316724,0.301562965,211.8974034,0.779470801,0.0,0.927628279,1.694410086,2016,0.5107927320000001
190,27655.34315,1974.0,CHL,0.203538865,Chile,1.164838195,0.704101682,0.652289748,267904000000.0,69.69999695,6.579056262999999,10.02634144,0.283042103,0.858124971,24.08740074,0.8692288990000001,0.0,0.841388166,1.986255407,2016,0.48013857
191,24778.2455,1779.0,CZE,0.415120721,Czech Republic,0.903230727,1.000417948,0.8503282670000001,231018000000.0,69.30000305,6.735627173999998,10.3526144,0.201041639,0.900430739,136.8341362,0.755701959,0.0,0.930592895,1.682170749,2016,0.29053387
192,48709.63953,1362.8,DEU,0.5526135560000001,Germany,1.754329681,1.022540092,0.8705150490000001,3801860000000.0,71.59999847,6.873763084,10.70171165,0.187254936,0.445922136,235.71292940000004,0.7377459409999999,0.0,0.906029284,1.775906086,2016,0.354512513
193,39860.34697,1701.5,ESP,0.302516669,Spain,0.904802382,0.727092505,0.7681737540000001,1466070000000.0,73.80000305,6.318612099,10.41392422,0.300829351,0.8185585740000001,93.04827901,0.6528161170000001,0.0,0.941736817,1.606149554,2016,0.384632498
194,24691.29576,1791.0,EST,0.33983430299999995,Estonia,1.323766232,0.94091773,0.842770696,24194442664.0,68.19999695,5.649675369,10.24387455,0.176869258,0.6390852929999999,30.2689211,0.72625488,0.0,0.937715113,1.753086329,2016,0.343596786
195,43968.93163,1560.0,FIN,0.485727251,Finland,1.975339055,1.2653723959999998,0.948372185,255195000000.0,71.69999695,7.659843445,10.58807755,0.181998447,0.249659568,18.08200783,0.797325075,0.0,0.953940451,1.479018688,2016,0.3948212270000001
196,44465.81826,1545.0,GBR,0.40863207,United Kingdom,1.738277197,0.827514887,0.821192145,2768240000000.0,71.90000153,6.8242835999999985,10.57921696,0.22958678,0.458313286,271.134481,0.775853157,0.0,0.954068184,1.628819704,2016,0.382931799
197,26506.09185,1942.0,GRC,0.13248655199999998,Greece,0.097654387,0.27343174800000003,0.481616855,244251000000.0,72.0,5.302619457,10.09459305,0.336207509,0.898470819,83.5994647,0.700504363,0.0,0.802605867,2.317297935,2016,0.317848623
198,21077.55692,1760.0,HUN,0.30377233,Hungary,0.394931078,0.527955234,0.55395174,147526000000.0,66.80000305,5.448901652999999,10.15285015,0.24332577,0.924185812,108.40630729999998,0.66591078,0.0,0.899511576,1.845377684,2016,0.301498115
199,58131.14953,1494.0,ISL,0.363518298,Iceland,1.532976985,1.358806014,0.951609552,16835179721.0,73.0,7.510034561,10.7283411,0.158169165,0.719299555,3.346024938,0.873887897,0.0,0.984940052,1.571246386,2016,0.340639085
200,35701.37218,1922.08,ISR,0.43813318,Israel,1.229350686,-0.003985524,0.772297323,289193000000.0,72.90000153,7.159010887000001,10.39477539,0.263090223,0.804056585,394.9168207,0.629189372,0.0,0.8896607759999999,1.66659677,2016,0.306069046
201,40304.55493,1714.0,JPN,0.362200648,Japan,1.549104095,0.985401094,0.836064637,6052670000000.0,74.80000305,5.954650879,10.55274868,0.192402646,0.697639346,348.350096,0.76010859,0.0,0.8997738359999999,1.898952603,2016,0.32905584600000004
202,23933.49993,1644.0,LTU,0.279638559,Lithuania,0.990459979,0.914101243,0.614239335,45732868896.0,66.09999847,5.865552425,10.24116898,0.249855742,0.949392676,45.78766499,0.5941672920000001,0.0,0.937873363,1.906200886,2016,0.355488271
203,64453.11023,1513.0,LUX,0.6789778470000001,Luxembourg,1.817982912,1.45981288,0.8823653459999999,62554580195.0,72.59999847,6.967340946,11.46080017,0.192300707,0.356336325,239.5119342,0.7579497690000001,0.0,0.941260576,1.389065146,2016,0.311804265
204,16135.64876,2146.0,MEX,0.277944058,Mexico,-0.213363826,-0.349140942,0.7516130809999999,1258560000000.0,67.69999695,6.824172974,9.753050803999999,0.219571486,0.808579445,65.60890095,0.8591064209999999,0.0,0.893492579,1.959457278,2016,0.432634264
205,55131.595,1438.0,NLD,0.572273314,Netherlands,1.904383183,1.226236224,0.907310009,897959000000.0,72.09999847,7.540877342000001,10.76362324,0.214850739,0.43330425,505.500564,0.838432372,0.0,0.925944209,1.28147161,2016,0.417054057
206,50207.05948,1424.4,NOR,0.657646239,Norway,1.950139046,1.432126164,0.954352319,473214000000.0,73.0,7.5963315960000015,11.06912804,0.209262192,0.409666121,14.3363165,0.849625945,0.0,0.959742844,1.579264879,2016,0.349659204
207,25956.36995,1836.0,POL,0.382713199,Poland,0.756335139,0.6753461359999999,0.8707075120000001,573324000000.0,68.5,6.162076473,10.16722965,0.223536044,0.847753942,124.008253,0.77662462,0.0,0.91739881,1.84584868,2016,0.312157542
208,25349.78641,1725.0,PRT,0.354542404,Portugal,1.019317985,1.065478444,0.83806932,232444000000.0,72.0,5.4466371539999985,10.20817947,0.326252729,0.922192395,112.7163894,0.683566213,0.0,0.90463537,2.132012844,2016,0.45052737
209,43735.72742,1482.0,SWE,0.485791326,Sweden,1.959754944,1.290886164,0.918036401,557637000000.0,72.40000153,7.368744372999999,10.74867249,0.200606912,0.246182442,24.36248803,0.815695107,0.0,0.912060678,1.63049984,2016,0.425117075
210,62153.12401,1781.0,USA,0.297205657,United States,1.491425753,0.7557651999999999,0.757893085,16972300000000.0,68.5,6.803599834,10.88555431,0.264203817,0.7389195559999999,35.31830199,0.80567354,0.0,0.896751285,1.972202778,2016,0.69331491
211,50851.39713,1511.0,AUT,0.43590793,Austria,1.559312701,1.189480543,0.8900305629999999,432754000000.0,72.69999695,7.293727875,10.72407532,0.18026872,0.518303812,106.6074453,0.747568727,0.8,0.906217813,1.561061978,2017,0.322941631
212,25804.10436,1784.0,CZE,0.343870819,Czech Republic,0.985034347,0.99339664,0.8317855,241074000000.0,69.80000305,6.789567947,10.39224911,0.226649791,0.866524994,137.1981093,0.738743961,0.8,0.900968969,1.697134495,2017,0.282945663
213,22492.67745,1741.3,HUN,0.377770513,Hungary,0.445649564,0.589618564,0.6611659529999999,153629000000.0,67.19999695,6.065038681,10.19531918,0.180921271,0.886361301,108.1184801,0.735184252,1.0,0.8767475490000001,1.792409182,2017,0.330753207
214,64415.10845,1483.0,ISL,0.365041941,Iceland,1.5818408730000002,1.3744952680000002,0.938783288,17512773948.0,73.0,7.476213932,10.74684143,0.148160011,0.7268453840000001,3.425436409,0.895254552,0.8,0.966752827,1.630090833,2017,0.33243790300000003
215,25207.13875,1608.0,LTU,0.32124728,Lithuania,0.920204639,0.8829061990000001,0.749307334,47626186104.0,66.69999695,6.272940636,10.2929678,0.19511883,0.7897098659999999,45.15186156,0.607613146,1.6,0.926316619,2.175804377,2017,0.428504139
